web-scraper-order,web-scraper-start-url,year,year-href,month,month-href,Day,Temp,TMax,Tmin,SLP,Humidity,PPresure,VVisiblity,VavgWindSpeed,VMWindSpeed,VGspeed,RAin,SNow,TStrom,FoG
1576011830-3861,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,April,https://en.tutiempo.net/climate/04-2010/ws-419230.html,16,29.4,35.2,23.6,1007.9,61,14.48,5.5,3.5,3.5,-,,,,
1576011830-3862,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,April,https://en.tutiempo.net/climate/04-2010/ws-419230.html,17,,,,,,,,,,,,,,
1576011830-3863,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,April,https://en.tutiempo.net/climate/04-2010/ws-419230.html,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011830-3864,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,April,https://en.tutiempo.net/climate/04-2010/ws-419230.html,19,,,,,,,,,,,,,,
1576011830-3865,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,April,https://en.tutiempo.net/climate/04-2010/ws-419230.html,20,,,,,,,,,,,,,,
1576011830-3866,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,April,https://en.tutiempo.net/climate/04-2010/ws-419230.html,21,31.5,35.8,29.4,1002.7,68,0,5.8,9.8,14.8,-,,,,
1576011830-3867,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,April,https://en.tutiempo.net/climate/04-2010/ws-419230.html,22,31.2,36.1,28.6,1004.6,70,0,5.3,9.4,11.1,-,,,,
1576011830-3868,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,April,https://en.tutiempo.net/climate/04-2010/ws-419230.html,23,31.4,36.2,29,1005.9,65,0,5.5,9.3,11.1,-,,,,
1576011830-3869,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,April,https://en.tutiempo.net/climate/04-2010/ws-419230.html,24,,,,,,,,,,,,,,
1576011830-3870,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,April,https://en.tutiempo.net/climate/04-2010/ws-419230.html,25,,,,,,,,,,,,,,
1576011830-3871,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,April,https://en.tutiempo.net/climate/04-2010/ws-419230.html,26,,,,,,,,,,,o,,,
1576011830-3872,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,April,https://en.tutiempo.net/climate/04-2010/ws-419230.html,27,27.9,33.7,22.8,1010.9,61,0,5.3,5.6,9.4,-,,,,
1576011830-3873,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,April,https://en.tutiempo.net/climate/04-2010/ws-419230.html,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011830-3874,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,April,https://en.tutiempo.net/climate/04-2010/ws-419230.html,29,27.9,35.3,25.6,1008.5,68,0,5.3,2.2,5.4,-,,,,
1576011830-3875,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,April,https://en.tutiempo.net/climate/04-2010/ws-419230.html,30,27.9,32,24.7,1009.5,73,0,5.5,4.6,9.4,-,o,,,
1576011830-3876,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,April,https://en.tutiempo.net/climate/04-2010/ws-419230.html,Monthly means and totals:,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1576011830-3877,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,April,https://en.tutiempo.net/climate/04-2010/ws-419230.html,,30.4,35.6,27.2,1006.2,67,27.94,5.4,7,10.9,,3,0,0,0
1576011818-3813,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,1,30.6,35,25.8,1008.1,65,0,5.3,0.9,3.5,-,,,,
1576011818-3814,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,2,27.1,33,24.8,1007.4,87,27.18,5,4.1,9.4,-,o,,o,
1576011818-3815,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,3,29.8,35.4,25,1004.8,67,0.25,5.5,4.3,9.4,-,,,,
1576011818-3816,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,4,,,,,,,,,,,,,,
1576011818-3817,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,5,,,,,,,,,,,o,,,
1576011818-3818,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,6,,,,,,,,,,,,,,
1576011818-3819,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,7,28.4,35.5,25.2,1004.6,66,3.3,5.3,1.9,3.5,-,,,,
1576011818-3820,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,8,28.2,32.4,23.2,1003.4,69,0,5.5,5.2,9.4,-,,,,
1576011818-3821,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,9,31.2,35.9,27.2,1000.9,69,0,5.3,8,9.4,-,,,,
1576011818-3822,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,10,,,,,,,,,,,,,,
1576011818-3823,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,11,,,,,,,,,,,,,,
1576011818-3824,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011818-3825,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,13,,,,,,,,,,,,,,
1576011818-3826,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,14,29.7,36,23,-,71,28.96,5.3,5.9,9.4,-,,,,
1576011818-3827,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,15,30.3,34.9,24.7,1002.8,66,0,5.8,6.5,7.6,-,,,,
1576011818-3828,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,16,30,35.3,27.4,1003.2,70,1.52,5.8,4.6,9.4,-,o,,,
1576011818-3829,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011818-3830,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,18,,,,,,,,,,,,,,
1576011818-3831,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,19,,,,,,,,,,,,,,
1576011818-3832,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011818-3833,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,21,,,,,,,,,,,o,,,
1576011818-3834,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,22,27.6,30.6,26,1006.4,82,0.76,5.3,4.6,9.4,-,o,,,
1576011818-3835,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,23,29.1,34,25.4,1004,73,0,5.8,1.3,5.4,-,,,,
1576011818-3836,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,24,28.5,32,26.3,1000.5,77,0,6,5.9,9.4,-,,,,
1576011818-3837,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,25,,,,,,,,,,,,,,
1576011818-3838,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011818-3839,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,27,,,,,,,,,,,,,,
1576011818-3840,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,28,,,,,,,,,,,,,,
1576011818-3841,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,29,29.2,33.2,26.3,1003.3,76,1.02,5.8,3.1,5.4,-,,,,
1576011818-3842,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,30,30.2,35.4,27.6,1002.1,77,0,6,3.1,5.4,-,,,,
1576011818-3843,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011818-3844,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,Monthly means and totals:,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1576011818-3845,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,May,https://en.tutiempo.net/climate/05-2010/ws-419230.html,,29.5,34.1,26,1003.5,71.6,108.45,5.5,4.5,8.1,,5,0,1,0
1576011804-3781,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,June,https://en.tutiempo.net/climate/06-2010/ws-419230.html,1,31.1,35,27.4,1002.7,78,0,4.3,-,-,-,,,,
1576011804-3782,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,June,https://en.tutiempo.net/climate/06-2010/ws-419230.html,2,30.8,35.3,27,1003.9,74,9.91,5.3,4.1,9.4,-,,,,
1576011804-3783,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,June,https://en.tutiempo.net/climate/06-2010/ws-419230.html,3,26.3,32.9,24.7,1004.2,84,21.34,5,2.2,3.5,-,o,,o,
1576011804-3784,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,June,https://en.tutiempo.net/climate/06-2010/ws-419230.html,4,,,,,,,,,,,o,,o,
1576011804-3785,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,June,https://en.tutiempo.net/climate/06-2010/ws-419230.html,5,,,,,,,,,,,o,,,
1576011804-3786,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,June,https://en.tutiempo.net/climate/06-2010/ws-419230.html,6,,,,,,,,,,,,,,
1576011804-3787,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,June,https://en.tutiempo.net/climate/06-2010/ws-419230.html,7,31.2,35,28,1001.1,78,0,6,3.5,3.5,-,,,,
1576011804-3788,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,June,https://en.tutiempo.net/climate/06-2010/ws-419230.html,8,31.4,35.5,29.6,1002.1,73,0,6,6.1,9.4,-,,,,
1576011804-3789,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,June,https://en.tutiempo.net/climate/06-2010/ws-419230.html,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011804-3790,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,June,https://en.tutiempo.net/climate/06-2010/ws-419230.html,10,31.6,35.8,29.2,1003.7,70,0,6.3,1.9,3.5,-,,,,
1576011804-3791,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,June,https://en.tutiempo.net/climate/06-2010/ws-419230.html,11,,,,,,,,,,,,,,
1576011804-3792,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,June,https://en.tutiempo.net/climate/06-2010/ws-419230.html,12,,,,,,,,,,,o,,,
1576011804-3793,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,June,https://en.tutiempo.net/climate/06-2010/ws-419230.html,13,,,,,,,,,,,o,,,
1576011804-3794,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,June,https://en.tutiempo.net/climate/06-2010/ws-419230.html,14,29.2,32.7,26.6,1001.5,79,0,6.3,3.1,5.4,-,,,,
1576011804-3795,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,June,https://en.tutiempo.net/climate/06-2010/ws-419230.html,15,29.6,33.2,27.4,-,76,7.87,5.5,1.9,3.5,-,,,,
1576011804-3796,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,June,https://en.tutiempo.net/climate/06-2010/ws-419230.html,16,29.4,32.3,28.2,1000.9,82,0,5.3,5.6,9.4,-,o,,,
1576011804-3797,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,June,https://en.tutiempo.net/climate/06-2010/ws-419230.html,17,,,,,,,,,,,o,,o,
1576011804-3798,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,June,https://en.tutiempo.net/climate/06-2010/ws-419230.html,18,,,,,,,,,,,,,,
1576011804-3799,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,June,https://en.tutiempo.net/climate/06-2010/ws-419230.html,19,,,,,,,,,,,o,,,
1576011804-3800,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,June,https://en.tutiempo.net/climate/06-2010/ws-419230.html,20,29.1,30.9,28,1003.6,80,3.56,5.8,5.6,7.6,-,,,o,
1576011804-3801,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,June,https://en.tutiempo.net/climate/06-2010/ws-419230.html,21,30.3,34,27.8,1001.3,75,0,6.3,5,7.6,-,,,,
1576011804-3802,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,June,https://en.tutiempo.net/climate/06-2010/ws-419230.html,22,29.3,32.3,28.6,1000.3,82,0.51,5.8,4.1,7.6,-,o,,,
1576011804-3803,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,June,https://en.tutiempo.net/climate/06-2010/ws-419230.html,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011804-3804,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,June,https://en.tutiempo.net/climate/06-2010/ws-419230.html,24,,,,,,,,,,,,,,
1576011804-3805,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,June,https://en.tutiempo.net/climate/06-2010/ws-419230.html,25,,,,,,,,,,,o,,,
1576011804-3806,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,June,https://en.tutiempo.net/climate/06-2010/ws-419230.html,26,,,,,,,,,,,o,,,
1576011804-3807,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,June,https://en.tutiempo.net/climate/06-2010/ws-419230.html,27,29.2,32.9,27.8,1001.3,84,9.91,5,4.1,13,-,o,,,
1576011804-3808,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,June,https://en.tutiempo.net/climate/06-2010/ws-419230.html,28,28.5,30.9,27.4,1000.4,86,50.29,4.2,8.7,18.3,-,o,,,
1576011804-3809,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,June,https://en.tutiempo.net/climate/06-2010/ws-419230.html,29,26.3,28.4,25,1001,90,11.68,4,3.1,5.4,-,o,,o,
1576011804-3810,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,June,https://en.tutiempo.net/climate/06-2010/ws-419230.html,30,,,,,,,,,,,,,,
1576011804-3811,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,June,https://en.tutiempo.net/climate/06-2010/ws-419230.html,Monthly means and totals:,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1576011804-3812,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,June,https://en.tutiempo.net/climate/06-2010/ws-419230.html,,29.1,32.9,27.1,1001.8,80.3,277.63,5.4,4.2,7.9,,14,0,5,0
1576011794-3748,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,July,https://en.tutiempo.net/climate/07-2010/ws-419230.html,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011794-3749,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,July,https://en.tutiempo.net/climate/07-2010/ws-419230.html,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576011794-3750,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,July,https://en.tutiempo.net/climate/07-2010/ws-419230.html,3,29.4,33,27.4,1003.7,75,3.81,6,2.8,5.4,-,o,,,
1576011794-3751,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,July,https://en.tutiempo.net/climate/07-2010/ws-419230.html,4,30,34.3,27.6,1005.5,75,0.25,5.8,2.8,5.4,-,o,,,
1576011794-3752,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,July,https://en.tutiempo.net/climate/07-2010/ws-419230.html,5,28.1,31.7,26,1005.4,84,15.49,5,1.9,3.5,-,o,,,
1576011794-3753,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,July,https://en.tutiempo.net/climate/07-2010/ws-419230.html,6,,,,,,,,,,,,,,
1576011794-3754,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,July,https://en.tutiempo.net/climate/07-2010/ws-419230.html,7,,,,,,,,,,,o,,,
1576011794-3755,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,July,https://en.tutiempo.net/climate/07-2010/ws-419230.html,8,,,,,,,,,,,,,,
1576011794-3756,https://en.tutiempo.net/climate/ws-419230.html,Clima 2010,https://en.tutiempo.net/climate/2010/ws-419230.html,July,https://en.tutiempo.net/climate/07-2010/ws-419230.html,9,30.4,34.5,27.8,1003.6,73,0,5.8,5,7.6,-,,,,
